Job titles,AI Impact,Tasks,AI models,AI_Workload_Ratio,Domain
Day Camp Counselor,10%,416,1577,0.26379201,Sales & Marketing
Homemaker,10%,459,2238,0.205093834,Hospitality
Live In Caregiver,10%,500,2383,0.209819555,Communication & PR
Cop,10%,392,1527,0.256712508,Data & IT
Deployment Technician,10%,900,3637,0.247456695,Administrative & Clerical
Federal Air Marshal,10%,397,1560,0.254487179,Leadership & Strategy
Firefighter,10%,378,1449,0.260869565,Medical & Healthcare
Fireman,10%,352,1319,0.26686884,Supply Chain & Logistics
Forest Firefighter,10%,372,1480,0.251351351,Law Enforcement
Gate Guard,10%,362,1630,0.22208589,Construction
Hot Shot,10%,393,1693,0.23213231,Sales & Marketing
K9 Handler,10%,354,1600,0.22125,Hospitality
Military Police,10%,541,1705,0.317302053,Communication & PR
Military Police Officer,10%,541,1705,0.317302053,Data & IT
Officer,10%,530,1687,0.314167161,Administrative & Clerical
Parole Officer,10%,549,2000,0.2745,Leadership & Strategy
Peace Officer,10%,532,1925,0.276363636,Medical & Healthcare
Police Chief,10%,559,1991,0.280763435,Supply Chain & Logistics
Police Officer,10%,546,1959,0.278713629,Law Enforcement
Special Police Officer,10%,255,1044,0.244252874,Construction
CTO,10%,1155,4542,0.254293263,Sales & Marketing
Information Manager,10%,1156,4626,0.249891915,Hospitality
Information Security Officer,10%,1131,4569,0.247537754,Communication & PR
Information Systems Manager,10%,1165,4626,0.251837441,Data & IT
It Director,10%,1161,4620,0.251298701,Administrative & Clerical
It Manager,10%,1161,4609,0.25189846,Leadership & Strategy
Noc Manager,10%,620,2505,0.24750499,Medical & Healthcare
Program Supervisor,10%,864,4093,0.211092108,Supply Chain & Logistics
Service Desk Manager,10%,987,4376,0.225548446,Law Enforcement
Technical Program Manager,10%,1248,5196,0.240184758,Construction
Technical Services Manager,10%,1249,5254,0.237723639,Sales & Marketing
Aba Therapist,10%,379,1898,0.199683878,Hospitality
Art Therapist,10%,500,2315,0.215982721,Communication & PR
Behavior Interventionist,10%,489,2323,0.210503659,Data & IT
Mental Health Associate,10%,607,2280,0.26622807,Administrative & Clerical
Recreation Therapist,10%,602,2437,0.247025031,Leadership & Strategy
Recreational Therapist,10%,599,2411,0.248444629,Medical & Healthcare
Rehabilitation Specialist,10%,565,2253,0.250776742,Supply Chain & Logistics
Rehabilitation Therapist,10%,565,2267,0.249228055,Law Enforcement
Academic Administrator,10%,858,3596,0.238598443,Construction
Commercial Real Estate Appraiser,10%,589,2321,0.253769927,Sales & Marketing
Estate Manager,10%,761,3620,0.210220994,Hospitality
Real Estate Analyst,10%,722,3348,0.215651135,Communication & PR
Residential Appraiser,10%,540,2541,0.212514758,Data & IT
Model Maker,10%,445,1839,0.241979337,Administrative & Clerical
Spa Coordinator,10%,631,2500,0.2524,Leadership & Strategy
Tailor,10%,289,1206,0.239635158,Medical & Healthcare
Clinical Documentation Specialist,10%,775,3049,0.254181699,Supply Chain & Logistics
Clinical Scientist,10%,551,2332,0.236277873,Law Enforcement
Contact Tracer,10%,711,3020,0.235430464,Construction
Cultivator,10%,275,1104,0.249094203,Sales & Marketing
Forester,10%,549,2492,0.220304976,Hospitality
Library Page,10%,792,3156,0.25095057,Communication & PR
Marine Biologist,10%,431,2053,0.209936678,Data & IT
Nuclear Physicist,10%,492,2175,0.226206897,Administrative & Clerical
Organizational Psychologist,10%,516,2072,0.249034749,Leadership & Strategy
Park Naturalist,10%,458,1818,0.251925193,Medical & Healthcare
Physicist,10%,523,2359,0.221704112,Supply Chain & Logistics
Public Health Analyst,10%,852,3587,0.237524394,Law Enforcement
Research Psychologist,10%,858,3432,0.25,Construction
Social Scientist,10%,856,3574,0.239507555,Sales & Marketing
Banker,10%,994,4020,0.247263682,Hospitality
Branch Manager,10%,945,3786,0.249603803,Communication & PR
Director Of Accounting,10%,834,3310,0.251963746,Data & IT
Finance Director,10%,1094,4639,0.235826687,Administrative & Clerical
Finance Executive,10%,1081,4390,0.246241458,Leadership & Strategy
Inventory Manager,10%,981,4104,0.239035088,Medical & Healthcare
Investment Consultant,10%,907,3642,0.24903899,Supply Chain & Logistics
Lead Auditor,10%,807,3228,0.25,Law Enforcement
Management Accountant,10%,747,2895,0.258031088,Construction
Mortgage Consultant,10%,713,2914,0.244680851,Sales & Marketing
Options Trader,10%,629,2631,0.239072596,Hospitality
Payroll Consultant,10%,686,2912,0.235576923,Communication & PR
Personal Banker,10%,655,2494,0.262630313,Data & IT
Private Banker,10%,763,3501,0.217937732,Administrative & Clerical
Project Accountant,10%,911,3889,0.23425045,Leadership & Strategy
Proprietary Trader,10%,765,3470,0.220461095,Medical & Healthcare
Regional Account Manager,10%,930,3842,0.242061426,Supply Chain & Logistics
Reimbursement Manager,10%,740,3078,0.240415854,Law Enforcement
Relationship Banker,10%,795,3364,0.236325803,Construction
Senior Account Manager,10%,886,3793,0.233588189,Sales & Marketing
Senior Accountant,10%,765,3249,0.235457064,Hospitality
Senior Finance Manager,10%,781,3525,0.221560284,Communication & PR
Geriatric Nursing Assistant,10%,447,2173,0.205706397,Data & IT
Assistant General Manager,10%,981,4034,0.243182945,Administrative & Clerical
Business Operations Specialist,10%,1110,4335,0.256055363,Leadership & Strategy
Clinical Manager,10%,674,2864,0.235335196,Medical & Healthcare
Real Estate Sales Agent,10%,959,4017,0.238735375,Supply Chain & Logistics
Community Association Manager,10%,895,3746,0.238921516,Law Enforcement
Presenter,10%,1017,4474,0.227313366,Construction
Forestry Technician,10%,270,854,0.316159251,Sales & Marketing
Grounds Manager,10%,351,1301,0.269792467,Hospitality
Office Administrator,10%,1034,4099,0.252256648,Communication & PR
Information Technology Director,10%,1070,4155,0.257521059,Data & IT
Assistant Dean,10%,906,3780,0.23968254,Administrative & Clerical
Associate Dean,10%,905,3782,0.23929138,Leadership & Strategy
Dean,10%,903,3756,0.240415335,Medical & Healthcare
Gardener,10%,229,911,0.251372119,Supply Chain & Logistics
Business Leader,10%,1080,4260,0.253521127,Law Enforcement
Peer Mentor,10%,647,3001,0.215594802,Construction
Artistic Director,10%,1125,5016,0.224282297,Sales & Marketing
Design Director,10%,1076,4738,0.227100042,Hospitality
Sailing Instructor,10%,361,1629,0.221608349,Communication & PR
Personal Care Worker,10%,260,929,0.279870829,Data & IT
Academic Director,10%,939,3837,0.244722439,Administrative & Clerical
Chief Technology Officer,10%,1097,4185,0.262126643,Leadership & Strategy
Food Handler,10%,347,1160,0.299137931,Medical & Healthcare
Plant Manager,10%,522,2157,0.242002782,Supply Chain & Logistics
Power Plant Operator,10%,290,1281,0.226385636,Law Enforcement
Project Engineering Manager,10%,685,2876,0.238178025,Construction
Reactor Operator,10%,216,1120,0.192857143,Sales & Marketing
Vp Of Engineering,10%,1090,4331,0.251673978,Hospitality
Wastewater Treatment Operator,10%,333,1509,0.220675944,Communication & PR
Water Treatment Plant Operator,10%,330,1512,0.218253968,Data & IT
Manager Trainee,10%,1040,4010,0.259351621,Administrative & Clerical
Office,10%,714,3367,0.212058212,Leadership & Strategy
Office Worker,10%,750,3441,0.217959895,Medical & Healthcare
Summer Associate,10%,501,2296,0.218205575,Supply Chain & Logistics
Air Traffic Controller,10%,372,1553,0.239536381,Law Enforcement
Bus Monitor,10%,439,1774,0.24746336,Construction
Fleet Administrator,10%,805,3168,0.254103535,Sales & Marketing
Fleet Manager,10%,802,3163,0.25355675,Hospitality
Flight Attendant,10%,409,1541,0.26541207,Communication & PR
Ordinary Seaman,10%,193,998,0.193386774,Data & IT
Passenger Service Agent,10%,382,1900,0.201052632,Administrative & Clerical
Ramp Agent,10%,313,1451,0.215713301,Leadership & Strategy
Steward,10%,374,1839,0.203371397,Medical & Healthcare
Terminal Manager,10%,806,3428,0.23512252,Supply Chain & Logistics
Toll Collector,10%,214,1074,0.199255121,Law Enforcement
Beach Attendant,10%,448,1577,0.284083703,Construction
Bellhop,10%,447,1642,0.272228989,Sales & Marketing
Bellman,10%,447,1642,0.272228989,Hospitality
Busboy,10%,411,1533,0.268101761,Communication & PR
Busser,10%,421,1614,0.260842627,Data & IT
Concierge,10%,961,4145,0.231845597,Administrative & Clerical
Dietary Aide,10%,749,3220,0.232608696,Leadership & Strategy
Doorman,10%,443,1559,0.284156511,Medical & Healthcare
Hospice Chaplain,10%,371,1476,0.251355014,Supply Chain & Logistics
Pharmaceutical,10%,596,2579,0.231097325,Law Enforcement
Activist,10%,887,3578,0.247903857,Construction
Community Worker,10%,984,4335,0.226989619,Sales & Marketing
Federal Contractor,10%,756,2784,0.271551724,Hospitality
Government Contractor,10%,722,2689,0.268501302,Communication & PR
Assistant Athletic Director,10%,935,3701,0.252634423,Data & IT
Assistant Basketball Coach,10%,946,3606,0.262340544,Administrative & Clerical
Assistant Coach,10%,945,3613,0.261555494,Leadership & Strategy
Assistant Football Coach,10%,933,3585,0.260251046,Medical & Healthcare
Assistant Soccer Coach,10%,933,3562,0.261931499,Supply Chain & Logistics
Diver,10%,240,839,0.286054827,Law Enforcement
Gym,10%,343,1235,0.277732794,Construction
Licensed Massage Therapist,10%,348,1266,0.274881517,Sales & Marketing
Massage Therapist,10%,357,1459,0.244688143,Hospitality
Performer,10%,874,3842,0.227485685,Communication & PR
Public Address Announcer,10%,1082,4469,0.242112329,Data & IT
Radio,10%,961,4258,0.225692814,Administrative & Clerical
Speaker,10%,1128,4578,0.246395806,Leadership & Strategy
Central Office Technician,10%,615,2578,0.238557021,Medical & Healthcare
Physician Liaison,10%,536,2357,0.227407722,Supply Chain & Logistics
Primary Care Physician,10%,450,1872,0.240384615,Law Enforcement
Psychiatrist,10%,499,2304,0.216579861,Construction
Psychologist,10%,520,2350,0.221276596,Sales & Marketing
Psychotherapist,10%,531,2391,0.222082811,Hospitality
Rheumatologist,10%,392,1663,0.235718581,Communication & PR
Speech Language Pathology Assistant,10%,799,3313,0.241171144,Data & IT
Speech Pathologist,10%,803,3327,0.241358581,Administrative & Clerical
Speech Pathology Assistant,10%,794,3300,0.240606061,Leadership & Strategy
Crematory Operator,10%,169,618,0.273462783,Medical & Healthcare
Deckhand,10%,199,635,0.313385827,Supply Chain & Logistics
Heavy Construction,10%,217,701,0.309557775,Law Enforcement
Independent Adjuster,10%,528,1963,0.268976057,Construction
Laborer,10%,201,615,0.326829268,Sales & Marketing
Landscape Laborer,10%,224,706,0.317280453,Hospitality
Laundry Aide,10%,240,790,0.303797468,Communication & PR
Loader Operator,10%,206,717,0.287308229,Data & IT
Locksmith,10%,246,844,0.291469194,Administrative & Clerical
Logger,10%,188,626,0.300319489,Leadership & Strategy
Lumberjack,10%,191,607,0.314662273,Medical & Healthcare
Mason,10%,233,826,0.282082324,Supply Chain & Logistics
Master Electrician,10%,250,959,0.260688217,Law Enforcement
Master Plumber,10%,239,901,0.265260821,Construction
Mechanic Helper,10%,247,908,0.272026432,Sales & Marketing
Merchant Marine,10%,212,638,0.332288401,Hospitality
Miner,10%,207,653,0.316998469,Communication & PR
Mover Helper,10%,246,752,0.32712766,Data & IT
Plumber Helper,10%,185,855,0.216374269,Administrative & Clerical
Rigger,10%,176,867,0.202998847,Leadership & Strategy
Spotter,10%,241,910,0.264835165,Medical & Healthcare
Tankerman,10%,225,951,0.23659306,Supply Chain & Logistics
Teamster,10%,322,1482,0.217273954,Law Enforcement
Zamboni Driver,10%,172,778,0.221079692,Construction
Associate Pastor,10%,679,2966,0.228927849,Sales & Marketing
Camp Counselor,10%,947,3687,0.256848386,Hospitality
Coach,10%,946,3620,0.261325967,Communication & PR
Mentor,10%,823,3619,0.227410887,Data & IT
Travel Consultant,10%,1072,4402,0.24352567,Administrative & Clerical
Wedding Coordinator,10%,1006,4282,0.234936945,Leadership & Strategy
Client Associate,10%,1170,4634,0.252481657,Medical & Healthcare
Client Service Associate,10%,1172,4636,0.252804142,Supply Chain & Logistics
Customer Service Associate,10%,1165,4624,0.251946367,Law Enforcement
Customer Service Operator,10%,1148,4585,0.250381679,Construction
Customer Service Receptionist,10%,1150,4582,0.250982104,Sales & Marketing
Customer Service Specialist,10%,1156,4590,0.251851852,Hospitality
Pbx Operator,10%,741,3424,0.216413551,Communication & PR
Phone Operator,10%,729,3435,0.212227074,Data & IT
Service Representative,10%,752,3392,0.221698113,Administrative & Clerical
Telephone Operator,10%,724,3324,0.217809868,Leadership & Strategy
Ambassador,10%,782,3079,0.253978564,Medical & Healthcare
Brand Ambassador,10%,1202,5091,0.236102927,Supply Chain & Logistics
Brand Representative,10%,1194,5005,0.238561439,Law Enforcement
Marketing Representative,10%,1251,5064,0.247037915,Construction
Key Holder,10%,592,2335,0.253533191,Sales & Marketing
Wholesaler,10%,917,3683,0.248981808,Hospitality
Aerial Lineman,10%,388,1594,0.243412798,Communication & PR
Architect,10%,988,3931,0.251335538,Data & IT
Brick Mason,10%,229,1056,0.216856061,Administrative & Clerical
Builder,10%,267,1206,0.221393035,Leadership & Strategy
Building Inspector,10%,353,1510,0.233774834,Medical & Healthcare
Concrete Finisher,10%,206,975,0.211282051,Supply Chain & Logistics
Crane Operator,10%,217,1015,0.213793103,Law Enforcement
Directional Driller,10%,237,1036,0.228764479,Construction
Excavator,10%,222,1034,0.214700193,Sales & Marketing
Field Worker,10%,209,716,0.291899441,Hospitality
Flagger,10%,214,683,0.313323572,Communication & PR
Claims Clerk,10%,903,3798,0.237756714,Data & IT
Academic Tutor,10%,897,3887,0.230769231,Administrative & Clerical
High School English Teacher,9%,902,3694,0.244179751,Leadership & Strategy
High School History Teacher,9%,894,3684,0.24267101,Medical & Healthcare
High School Math Teacher,8%,889,3663,0.242697243,Supply Chain & Logistics
High School Science Teacher,8%,913,3726,0.24503489,Law Enforcement
High School Spanish Teacher,8%,874,3629,0.240837696,Construction
High School Teacher,8%,917,3784,0.242336152,Sales & Marketing
History Teacher,8%,896,3702,0.242031334,Hospitality
History Tutor,8%,850,3613,0.235261555,Communication & PR
Infant Teacher,8%,705,2839,0.248326876,Data & IT
Kindergarten Teacher,8%,836,3452,0.242178447,Administrative & Clerical
Language Arts Teacher,8%,813,3448,0.235788863,Leadership & Strategy
Latin Teacher,8%,731,3117,0.234520372,Medical & Healthcare
Mandarin Teacher,8%,762,3230,0.235913313,Supply Chain & Logistics
Math Instructor,7%,841,3540,0.237570621,Law Enforcement
Math Tutor,7%,837,3542,0.236307171,Construction
Middle School Science Teacher,7%,889,3644,0.243962678,Sales & Marketing
Middle School Teacher,7%,861,3600,0.239166667,Hospitality
Montessori Teacher,7%,689,2885,0.23882149,Communication & PR
Music Teacher,7%,679,2832,0.239759887,Data & IT
Orchestra Teacher,7%,768,3356,0.228843862,Administrative & Clerical
Physical Education Teacher,6%,744,3252,0.228782288,Leadership & Strategy
Physics Teacher,6%,743,3226,0.230316181,Medical & Healthcare
Piano Teacher,6%,769,3735,0.205890228,Supply Chain & Logistics
Postdoc,5%,717,3200,0.2240625,Law Enforcement
Pre K Teacher,5%,750,3377,0.222090613,Construction
Preschool Teacher,5%,747,3241,0.230484418,Sales & Marketing
Primary Teacher,5%,740,3331,0.222155509,Hospitality
Private Tutor,5%,829,3513,0.235980643,Communication & PR
Professional Tutor,5%,829,3533,0.234644778,Data & IT
Psychology Instructor,5%,746,3230,0.230959752,Administrative & Clerical
Psychology Professor,5%,741,3226,0.229696218,Leadership & Strategy
Psychology Teacher,5%,739,3215,0.229860031,Medical & Healthcare
Reader,5%,627,3148,0.199174079,Supply Chain & Logistics
Reading Teacher,5%,781,3286,0.237674985,Law Enforcement
Reading Tutor,5%,817,3482,0.234635267,Construction
Religion Teacher,5%,721,3204,0.225031211,Sales & Marketing
Sat Tutor,5%,791,3447,0.229474906,Hospitality
School Secretary,5%,595,2915,0.204116638,Communication & PR
Science Teacher,5%,735,3221,0.228190003,Data & IT
Secondary Teacher,5%,736,3226,0.228146311,Administrative & Clerical
Social Science Teacher,5%,704,3177,0.221592698,Leadership & Strategy
Social Studies Teacher,5%,699,3145,0.222257552,Medical & Healthcare
Spanish Teacher,5%,731,3322,0.220048164,Supply Chain & Logistics
Student Tutor,5%,780,3448,0.226218097,Law Enforcement
Student Worker,5%,693,2739,0.253012048,Construction
Teaching Artist,5%,1026,4154,0.246990852,Sales & Marketing
Theater Teacher,5%,991,3924,0.25254842,Hospitality
Theology Teacher,5%,907,3815,0.23774574,Communication & PR
Tutor,5%,1033,4369,0.236438544,Data & IT
Welding Instructor,5%,624,2904,0.214876033,Administrative & Clerical
Writing Tutor,5%,1014,4233,0.239546421,Leadership & Strategy
Accompanist,5%,558,2355,0.236942675,Medical & Healthcare
Art Model,5%,704,2814,0.250177683,Supply Chain & Logistics
Choreographer,5%,860,3935,0.218551461,Law Enforcement
Craftsman,5%,623,3046,0.204530532,Construction
DJ,5%,805,3413,0.235862877,Sales & Marketing
Dance Instructor,5%,850,3783,0.2246894,Hospitality
Dance Teacher,5%,847,3762,0.225146199,Communication & PR
Painter,5%,279,1486,0.187752355,Data & IT
Potter,5%,250,1422,0.17580872,Administrative & Clerical
Sculptor,5%,279,1482,0.188259109,Leadership & Strategy
Tattoo Artist,5%,382,1814,0.210584344,Medical & Healthcare
